"W","X","Y","Z","A","B","C","D","E"
0.9079149806215303,0.6536047808170034,0.7207971948826584,0.7135767258429446,1.2684960243523977,0.5063560814093102,-0.299998180992833,"?",0.758415856257785
0.6176193176200415,0.6540614630595594,0.04891384046796188,0.48565827494485037,"?","?",0.5151018769229394,-0.8652212037660244,0.6574258569199121
0.15226101011181115,0.1529122947526853,0.5937566373807595,0.5448656208183964,1.0172584251173153,-0.0035851392581431932,-0.6758355941259524,1.438536653393927,0.16629335594789452
0.06510868542821702,0.22933051751775446,0.30090676107396885,0.8648864664347051,-2.1456400411462937,-0.3586354082352425,0.5083800862944691,"?",0.43292071058362835
0.760805470741003,0.8621810363348352,0.6725480182563814,0.23895540014418648,0.13160223601596543,0.00735399937507621,-1.9263412964137965,"?","?"
0.5897912706844322,0.09775956987653034,0.33909950809697365,0.6616515247759742,0.32705875769586273,0.08265119334925547,"?",-1.1236384649796185,0.7143271156876454
0.69062991401589,0.767671985350187,0.6292681154521744,0.08189538506370564,"?","?","?","?","?"
0.8552795691610906,0.8924154706227505,0.7480007812727936,0.24850387896087978,1.8999098363390379,0.6249552725633813,1.3559003257933497,"?","?"
0.349375505893162,0.3662902666220136,0.4494694897309657,0.3892048962424497,-1.130019032111162,0.6197498871340625,"?","?",0.37759986555569713
0.27679347991839753,0.9156711107629474,0.19531660492576175,0.7615460646161847,-0.5404590197763987,-0.630856500016212,-0.21822753789346017,-2.0703531783154987,0.13822734030572237
0.8032285828755055,0.76342512350694,0.5386197499356085,0.1129920099736399,0.5424832833676319,"?",0.2505116669372928,0.4341986741622565,"?"
0.975018346515268,0.5329226338348139,0.05091196092783434,0.23018291093152166,-0.1053405521992102,"?",0.06603661983837508,-0.8102130130193044,"?"
0.06935062500066391,0.6477137729332518,0.8925013923343463,0.5857305944438216,-0.6917656852678665,0.42305852454880627,-0.13846156307184784,-1.6733885413761027,0.2100975574227939
0.9124556199214031,0.7611987660273809,0.3308483997562024,0.3506684712289003,-0.6402560763571834,0.10053197718922975,0.3296441219552363,"?",0.9925963534009574
0.6259294630064005,0.4272085094179763,0.12367413258695992,0.3903335660799896,1.2554056038310293,0.6684053984966827,"?",0.21033538215654646,0.0034773489408799207
0.1954112904659293,0.7300601720115312,0.002411792973068705,0.7679721694219368,"?",-1.4860044986401748,"?",1.1089757558017999,0.22980190536456546
0.8098998415981731,0.23146028257076745,0.40697992316598475,0.059040789507812,1.703992984059215,-1.0104584886379726,"?",0.024244917362318787,"?"
0.5828796862704786,0.4777168205164437,0.19141110177363752,0.33379934756308915,2.1511264019136727,0.559414308792201,-2.946560695673108,-1.1592204183088852,0.7508605177840875
0.0024858548490858112,0.30645441425982134,0.3284335157789853,0.7335813988904101,0.06357673665450517,0.2895130874183824,0.4558890875437447,-0.7811518931674746,0.7577397942344046
0.08695195883970452,0.1932685544910686,0.869123907990689,0.11759618667779259,1.092100838240395,1.2969630188730557,0.45902925483952495,-1.4659794059994335,0.5183711200291552
0.24813273115191903,0.49616762482899546,0.9651346517505526,0.6659229920721053,-0.5773617451931223,-0.13295366511946013,"?",0.9427066106781625,0.5536365452189738
0.7404511070030018,0.9197539376065598,0.15844879737965378,0.5961829091292936,"?","?",-0.6546394748746202,0.365288113004065,0.8278582736916227
0.8797145833763278,0.9317996928692607,0.8170565422090266,0.9921076759488814,-0.5279442562966125,"?",-1.044242894739131,0.6257823837921648,"?"
0.30694830669880857,0.07164925306439729,0.6127934955037782,0.6293787030751128,0.018160531896102606,1.0586613393397575,0.3561037401578789,"?",0.9800568084916053
0.9623361963362971,0.6653820651709323,0.914977345362584,0.6937592542830908,-0.16927590562718017,"?","?",1.002726899762996,0.8650825149006749
0.9885731109358864,0.1554319896331826,0.36822412023542794,0.7266375416336521,1.1734811652384067,"?","?","?",0.054532381274605246
0.19492172041995914,0.6685913532628855,0.08873282335084132,0.8898764372427383,1.7932767149276612,0.684871554197541,1.0599074386043874,1.393690359452793,0.330991005915912
0.942151836583653,0.15151149246960527,0.9014224826439332,0.12340502572206402,"?","?",-0.4298624350212292,-0.35029911636822286,"?"
0.7934314099365667,0.45890617682925683,0.39544751130921996,0.7572428204471915,"?","?","?","?","?"
0.6857697023767837,0.9531807977573807,0.5822927741865567,0.28041501559858806,"?","?",1.215891740347765,"?",0.7749748398711314
0.16348079441175378,0.48137485892601806,0.8873037788976481,0.19063993917207656,-0.3488208743645111,"?",1.819775036649751,-0.1791031925501011,"?"
0.24431663455417096,0.38530386465501154,0.9562543550247733,0.36383918436671414,1.2710850987820783,1.0555228123057219,"?",1.5474360012663277,0.47144929500367905
0.5078940809033405,0.7858972829782329,0.1486731601734932,0.45449258097894174,"?",1.1984765749945845,0.5506228076183504,-0.7410889939095594,0.9974353266577647
0.4394786628506202,0.6704091909036527,0.4508640420421943,0.6431345699738886,1.2614489835875586,-0.7287759947223794,-0.8672987499626894,"?",0.6737557811054322
0.6504898277161482,0.3004243170305094,0.35656088072010816,0.4277641923210358,1.1603721181413689,"?","?","?",0.08006811350741727
0.34165254227313446,0.7926791356175151,0.5223937085165951,0.2539959430115397,"?",-0.6608639838446502,-0.34174710328706054,"?",0.6109837003501373
0.9606285208586387,0.290796985839044,0.8449602752775647,0.772262241745425,0.5516699543965554,-3.2000289660902115,"?",-0.9292269870569627,"?"
0.7396033471443173,0.6351036451620236,0.091724641655069,0.1126269524255441,"?",-1.2183188904298023,"?",-1.6697329076745167,"?"
0.6672599981297394,0.057420128737659004,0.9064426986884113,0.9947686529734159,-0.7434788634796085,-0.17358464009872313,"?","?","?"
0.5466444645190489,0.7641887023451124,0.1317652564370262,0.8759461014255021,"?","?",-0.8830753331282987,0.9966580891788296,"?"
0.21347631190463878,0.5934306080166463,0.07319084517808028,0.08035655217710458,"?",-0.6299474599849282,0.6271621282194895,"?","?"
0.9509203828905834,0.49631152178252047,0.49057806023790285,0.34736807699837047,"?",-0.5322810880817774,"?","?",0.5405790538190096
0.1402893204974971,0.45721875274215185,0.47785507493294777,0.6553408362424427,"?",-0.9187929729659741,1.6653030207788808,2.6618810327039313,0.5961391899900459
0.8976255982815686,0.7210003606867375,0.500382398860534,0.5936366534442039,"?",-1.3204962974458936,"?","?",0.29205186240440706
0.4238930653668318,0.016841665513029236,0.8903674747138615,0.4694088297739347,"?","?",0.08942238195623696,0.8480684140951885,0.9034474899020746
0.9010487047682236,0.03232753537204158,0.14737439495213112,0.9760396749183053,"?",1.9984051815405848,"?",-1.20990810104764,"?"
0.8085022348833595,0.38091358856428337,0.7515423362254068,0.14975210492152002,"?",2.4459550767119103,-1.0975272264417004,1.7966371647677792,"?"
0.3229337222760458,0.2828920060607947,0.6966598906017203,0.5376955136129218,-0.8955266864128714,"?",-0.31414084482255605,"?",0.49051505655879635
0.8730806046306081,0.6364489490480316,0.545011515576771,0.6255353350116004,-0.04658985516628193,-0.29835083407742335,0.9044254730500613,"?",0.27734123632772834
0.5127903280754158,0.4451040864321856,0.6900481277783286,0.05494556553913954,"?",0.7153874961308775,"?","?","?"
0.1392287024460943,0.8026902134751617,0.681635980199722,0.5306835939160526,-1.1531228838374883,-0.3754249159034402,-0.3006353909040639,"?",0.48757067244907937
0.7786855689662875,0.10628481978214688,0.4658740324056925,0.15898540067491895,-0.09645932238446944,-1.292346329956852,-0.23522151231587232,"?","?"
0.01387941129879211,0.47074365341561997,0.9024137911276708,0.9303788549353509,"?","?","?",-1.2784673008726002,"?"
0.5219886926351585,0.9183050577327572,0.5701505265176128,0.18367820566691329,-0.11193829095274622,-0.5862406662984377,-0.05561876736548632,"?","?"
0.2647498336661014,0.12528627110623458,0.2594055347291442,0.8099678497823255,-0.5842302732323894,0.3053236670409115,-1.0617642501553597,-0.4264000550147762,"?"
0.048412338661379284,0.7113441481223233,0.3204081984818099,0.21427292846148438,-0.9089432309260116,2.03794622747348,-0.8174907745419101,"?","?"
0.7348221036802156,0.9724604631404863,0.5239435190615052,0.30435434193061295,"?",0.3477435743467802,"?","?",0.8394593302786109
0.7076513606462289,0.7269565923685548,0.9145116356072067,0.49084946986309386,0.4057650981157657,-0.6610331846559493,0.07518791970091633,-2.1660606319089775,0.9445855961740832
0.49351100050644314,0.860859119126965,0.9535413567470332,0.0775710347331553,1.204227083935539,1.0011637537592994,-1.2316960777611992,-0.8720069227075252,0.01115662145734686
0.16427993465448054,0.0658372556554383,0.23810622812039184,0.9418035450512556,"?",-1.751234820436038,"?",0.688456053282806,0.645926830429463
0.8812790875215335,0.6530721910001263,0.6092109452133421,0.6004762385994635,"?",-0.13684384041350764,0.5988139907041807,0.5484786578699133,0.498783877786783
0.8529903538887424,0.396888724287203,0.34395751726883006,0.959639181189363,0.33484658219716995,"?","?","?","?"
0.09493313925335145,0.5877357066281137,0.5823664781742626,0.06354118403522868,-0.46137875858758004,"?",1.0485974651575733,"?",0.6561324733024814
0.6574135313519995,0.0711860908361619,0.9030971493251809,0.5957164507291628,"?",-0.0093521413712096,-1.7599581589169846,-1.470934769392588,0.3116909461462338
0.9129861073856533,0.09348219912046885,0.9362416575462906,0.048931330986204724,-1.279161746745791,0.967575541066995,"?",2.7295331641085094,"?"
0.09103189452385996,0.7073923152775436,0.7908460601260907,0.29122397916890486,0.2110110945341623,-1.178094165947235,-0.7831540151716775,1.2334547463583447,0.9858411825861328
0.43864292414575456,0.2944076323743241,0.09061327584245316,0.5072850257885397,"?","?","?",1.1663385896351008,0.32528220797568164
0.9524053589928803,0.9436735590611833,0.9693963532413645,0.6510757663613473,"?","?",0.5927112688126057,0.5771848343421955,0.1609782162017266
0.3306755659191456,0.560112640577147,0.5736520057784646,0.37695358713474914,"?",-0.02280284536233008,"?",-1.1073086883200993,0.7768702412670174
0.06751403343249596,0.26870345858119005,0.8222819124437939,0.4032406659149135,"?",-0.1822128630552792,-1.6844801291772005,-1.4013962366093191,0.9760226258607623
0.9001438131541808,0.037424185471619964,0.3234678126858761,0.8054564706018299,0.62200736024896,0.9520057834828283,"?","?","?"
0.6291433491739777,0.24684549486515062,0.1688578716796092,0.9140349658880838,0.8746124266440265,0.7612105087676023,0.49113662387634827,0.6433456442423244,"?"
0.10845868112151469,0.11742267223820702,0.9567046204003717,0.5285489902017597,"?","?","?",1.3299117600088495,0.4338237312904616
0.5995081348361921,0.9774086276417902,0.4028763830221258,0.017507403190179183,1.0624632785390793,"?",0.6829139200511288,-0.2445552692419463,"?"
0.08200606534640054,0.7226557004912351,0.8901781148008727,0.01528053202597679,"?","?",-0.024813006419944866,"?","?"
0.1728729546600083,0.7053078581109298,0.47393358718804346,0.6583731293555353,"?","?","?",1.2135107758535029,0.3690760805684059
0.24291955283408684,0.9646864407984099,0.20378667011128537,0.7825739842543482,"?",0.10594543950578635,-1.20007586472935,"?","?"
0.7795727417389586,0.30531055150140207,0.057946158350110855,0.48143389950417625,"?","?","?",-0.4996204941231035,0.0015812405226653947
0.23588462168946966,0.9777309617899232,0.15675861715366168,0.8320034024655452,"?","?",-0.22117806027512857,-0.3034477349410307,"?"
0.8625249005549869,0.7709228561149277,0.037769115953457,0.8083955610455249,-0.6748135244269244,0.537425205373829,0.6099978531187412,-0.7192926368614894,"?"
0.9172339627427126,0.4311973072423996,0.812602138959498,0.2523824113074091,-0.7585858530073437,"?","?",0.6032151668320238,0.9859858909049761
0.7374935204636524,0.7151942282383927,0.7776271916427944,0.04996013588990156,"?","?",0.11684599071768796,-0.9129006698312733,"?"
0.9066786890914988,0.41069529550223716,0.061004302330333715,0.8985654412928661,"?",0.12329979858831347,"?",-0.04030600182028815,"?"
0.27782808600284037,0.7313009213294088,0.0614997294434938,0.7286400305278058,1.5447199657361375,-0.3324441382305464,-0.2642741840931921,0.0018207705465788134,0.3303066077014394
