"W","X","Y","Z","A","B","C","D","E"
0.2740888285289531,0.9357434225817172,0.7598910522043536,0.6874880938980454,-0.9157735793266701,0.2823410614551753,-0.3721160443601223,0.3920562391602409,0.7053816698850579
0.4914816892583591,0.7579073937386338,0.03390165819696467,0.9423993107483493,-1.2912948102691046,-1.5867627917088534,"?",-0.6101597757886034,"?"
0.5447741864800868,0.49199777083009444,0.5931165662022135,0.4383753876012222,"?",0.4150842568511237,"?","?",0.3595548223381888
0.6202943996716961,0.8057238499536155,0.5395303645772864,0.13020082161488888,"?",-1.9840127803306744,0.18522093654660282,"?","?"
0.7848602899638888,0.6470779586284097,0.8180210338080962,0.6203314586807311,-0.4140968091928781,"?",1.492268715185301,-1.895699589486687,0.6659842283789925
0.5157648849310712,0.40462749318443003,0.733899574635198,0.3934416709934112,0.4156778541180697,"?",1.7098130399872082,"?",0.2279489967645365
0.03920001018777741,0.29804259752079654,0.329385168683185,0.3484716762042319,"?",0.27352342229047166,"?","?",0.13900618623343086
0.6679635822190093,0.0549257360389106,0.8705956332137545,0.6928568941346465,-0.6673691544526276,"?","?",0.8022423172099606,0.6132471163656419
0.06393643836560403,0.36744605872803393,0.8615067510485739,0.8277417015094641,0.3358305558377472,-0.46940962502960254,1.552997033424273,0.19625399434409582,"?"
0.19503688114469941,0.04385686137016043,0.7430866935673512,0.9776544820902868,0.7917890036701813,0.07426719017229662,"?","?","?"
0.09753147215308067,0.2299143336272289,0.007618498656063455,0.023269740078446954,0.31173834665066646,0.3566950046700743,"?",1.055703829351053,"?"
0.7035987355380477,0.2516675636551202,0.6593552110019607,0.13073035473918293,-1.034374780093315,"?","?",-1.219102362593342,0.9415646166855991
0.18526431258378495,0.3344114228425388,0.10509825435377973,0.8524393089553652,-0.29017312904556747,"?","?",-0.9089976209566428,0.7532402920390371
0.7130574107308192,0.713912814868152,0.43370378909051843,0.13500541169842672,0.39706453685627013,"?",0.4828977060651823,0.2548823778429465,"?"
0.48381806672480465,0.05673535202858759,0.3187899902619473,0.5604948085730648,-0.5761837814145925,0.1722838082345191,"?","?",0.9283864473814283
0.8019157807179029,0.7373446367695029,0.13567760869588086,0.7236734997901144,-1.985804095210503,"?",0.7871174249542997,0.6645365536354904,0.3093028743701185
0.6488234492961089,0.7592384149469433,0.9858541334064477,0.09103633613568585,"?","?",-0.7900991757853124,0.33566216852921077,0.22448799880931736
0.10651430466482559,0.15645401529830916,0.30944934630999077,0.2698307213867528,-0.83366343050579,1.64992514216315,"?","?",0.6903934403746121
0.11315988856070325,0.05003459654015163,0.8792627943853659,0.33101123680230593,-0.8251873568878552,0.716153119568357,"?",0.1552561848820401,0.8324914100687064
0.8783619526506519,0.4831401497303831,0.309816402436643,0.4392809154747952,-0.1317606368189732,0.08098537241630613,0.6079376414576653,"?",0.2665784196171741
0.16776141620504426,0.9061025360469865,0.4762203403691785,0.45551228960120294,"?",1.0054305439846039,-1.0204114136715452,-0.8351276858042771,0.5588521217801783
0.07771493184469791,0.14929933667456807,0.22377325054698316,0.04880630346946058,-0.377095612074026,-0.3325749482538011,0.11699455157871731,"?",0.9980903924064881
0.23890624031260876,0.17221129511018307,0.5940307834377052,0.5311024901666934,-0.5235434142938228,-1.8093312302965374,"?","?",0.10211451747877898
0.4995441539830783,0.9965645064727482,0.6379386993329383,0.5358271383253359,0.8583086784640476,0.6419193882484061,-1.432505869257088,"?",0.7481095856711721
0.4855899568509381,0.020108905509589325,0.6876184820268265,0.6262669591222845,-0.17669001289466507,-0.38831393139391146,"?","?",0.9608072180157916
