"Dimension 1","Dimension 2","Dimension 3","Dimension 4","Dimension 5","Dimension 6","Dimension 8"
-1.4363606723368334,-998.623911799422,1.2737624756086476,-998.0084824598443,0.7158662028374275,-998.4271428502742,"Apple"
0.7218101710843005,-1.503587273102237,-0.7690692533732074,0.1853571106334629,-0.8034885706590265,0.2889322213106613,"Orange"
-0.3380449345175141,0.036593660319407376,0.5148947030337189,-1000.0515265896993,0.6387890590106626,-998.5165691843472,"Banana"
1.9449861590356745,-998.6354802430437,0.15006137645492457,-997.8211128760029,-0.007436951139787682,0.2797302133342572,"Orange"
0.5045180379710347,1.8353307275449349,-1.991345185998539,0.35941312869090897,-0.7376663988828589,0.2911289458289317,"Orange"
-1.0894897832554074,-0.028892861053034607,0.7645763166556236,1.475291787544093,-2.035574052492223,-998.9052299628393,"Apple"
0.19189991976276982,-0.08374986406438889,0.23585109890314107,-998.3516429776859,0.5549635194778958,0.7429290232969568,"Apple"
0.49091509574240566,1.196456427142874,-0.10864339607499358,-0.17068543065996328,1.3218801965945735,-998.9883133018749,"Apple"
2.064211737591685,-999.6140457012172,0.6683586212632301,-1000.0512923410367,2.6438708546357264,-998.6579329286412,"Banana"
-0.8937634411826062,0.43089769063563527,-0.014891462662738506,-0.47456366410512385,-0.9241173614422027,0.6889715226240496,"Orange"
0.12433690110127167,0.2185092896893763,0.5329802654398649,1.3695879022303565,-0.5870431235485998,0.0678814407381394,"Orange"
-0.11021651643494798,-998.2148403320579,1.5866085377371792,-0.577018284042622,0.935748891799698,0.007910370774191211,"Apple"
0.4173438925824275,0.7363073385487482,0.5570847226063991,0.522191931387466,0.689000351620144,0.8270426060729186,"Apple"
-2.790415230237274,2.0132117675544565,-0.4199628537489554,-1.1615367097117801,-1.0554271392691699,-998.9258143041873,"Banana"
-0.6637196234987215,-998.695165468866,1.8190500751034901,3.013849344284738,-0.6619155681442456,0.27662595058140527,"Orange"
-0.7811152931730068,-998.17311026264,-0.6426097937881088,-996.910626205224,-0.398318450183419,0.06989343425356154,"Orange"
0.720291226920485,-0.2511326707139508,-0.13847563887188907,-1.6420435013253314,-0.1045239492063124,0.08425618461715279,"Apple"
-0.15727865536417743,-998.9699037246229,2.0007729774315437,-0.9698441553132957,1.3103287529343268,0.9605523653368557,"Apple"
1.2912628288410979,0.4382363279894593,-0.13136295050323638,-0.3517435393875467,-0.8686898609912446,0.1830904209464257,"Banana"
1.207442621020682,1.331794610443787,0.18256165565118282,-996.8096482587489,1.6001932757886035,0.6070504280002076,"Banana"
-0.08138290123174528,-1000.1331113734126,-0.4189959172900337,1.9641464686617198,-0.03320563739907414,0.12298160008195547,"Apple"
-1.3600536663702525,-0.22678177529463805,-0.7334880800910074,0.8738017511780132,-0.8679470283190229,0.29318602648347625,"Apple"
0.31334451877848013,-1.7008471205735476,1.282047265064323,0.34463802085345874,1.007325771581791,0.8992149494195809,"Apple"
0.19104783672468748,-998.3764661367228,0.5060904671866948,-0.8751236379385461,-0.4644124575693722,0.9213303122715091,"Orange"
-1.6965447587682736,-0.16400160852443665,0.26742937206608214,-998.0339495458387,-0.3530942257426586,-998.5879514682134,"Orange"
-0.6590850825939186,-1.0818747828898028,1.226909201074656,1.7160919821292435,-0.16667318505275452,-998.1954496892321,"Apple"
-0.3432780532837201,-1.0353249895875118,-0.10743915231961287,-999.0743187104364,1.1588791422874911,0.7649991227632356,"Orange"
-0.1448623522063007,0.8000029995937389,1.2744081943818633,-998.8077417291481,-1.1072219216563148,-998.5012801428488,"Orange"
0.014760359323598838,0.5171896176622933,0.5363357825944712,-0.9796649061521496,-0.8787716226705679,-998.2464040214296,"Apple"
0.7777324592880357,-0.8867113631796019,0.4677034039113597,-998.9967412227041,1.251921575349133,0.07058212903889793,"Banana"
1.8316287265317257,0.8939625388988548,-0.8519813423665944,-1.0647103149409742,0.666058293398207,-998.8409804763149,"Orange"
-1.7719393721886751,0.3907317416096095,0.2546261185663293,-999.5173106059057,1.047224318230301,0.05024901881217825,"Orange"
-0.022785266017651726,-998.3037637735508,0.6705020008860713,0.18084411207131265,1.2680590846520137,0.12401611064128071,"Orange"
-0.8094788677226333,0.038396183196248254,-1.8221958454305691,-0.6580663290849914,-0.8235463390675928,-998.9941766746579,"Apple"
0.6700345945938629,-1.1714622838472937,-1.397390688585093,1.984524139195434,-2.1751357185945808,-998.7273742150363,"Orange"
-0.33174404456572487,-997.7681112383355,1.9978029535538944,-0.3904004187747952,-0.005981134354924168,0.5916240269159991,"Banana"
-1.6037438843469431,1.1068947329520133,-1.9676689280833382,-0.5103095396802233,-1.0485524833002038,-998.0087644647052,"Apple"
-0.2699782108020779,-0.8190765190449301,0.047337577572409605,-0.19209762883425127,-0.06817515785109136,-998.9061870526202,"Orange"
0.26872060040365553,-998.1950502826749,-0.11717630694228864,0.9427607740751034,-1.0466279212043814,-998.3931074906594,"Orange"
-1.1602628355716258,0.5076588708352981,-1.336330924793457,0.08283598698603817,0.48902992083117575,0.907671921046221,"Banana"
-0.5200111681895381,-999.1523200148966,0.35957106455348636,1.121339464111825,2.357497485406381,-998.2812864990016,"Orange"
0.08965169551869878,1.1032474814333237,0.4904111789227489,-0.9347688953118772,-0.40560218860011055,0.58654598612362,"Orange"
0.7408937094712458,0.054316272728532206,0.7956056194416894,1.718556662095562,-0.059267189896465726,-998.327091732828,"Banana"
-0.877431099827389,-999.1915006947803,0.5908392308462402,-1.8809142366311442,-0.04983745629163146,-998.8612407541436,"Banana"
0.6221602816605374,-999.7685466269726,-0.10345607308146806,-1000.3643255997762,-1.08528693754145,-998.9167661953974,"Banana"
-1.593035986598189,1.2419393186983194,-0.624471739570049,-0.9370172297231047,0.05054930117948624,0.9502766699233622,"Banana"
2.117260308528009,-1000.3320786367807,0.6827999551330753,-999.8340068086853,1.6304718267252254,0.9128706351914293,"Banana"
-0.4993143845082962,-0.02962611143019528,-0.8915614352517592,-998.902356870853,1.60188229825474,-998.0738247124048,"Orange"
-0.5545097787013659,-999.740753070352,1.639971174719084,1.27748921439457,-0.5668148413535665,-998.2549516329602,"Apple"
-0.6245062194445212,0.5619407150378631,0.30477929500137907,-998.6745445970687,0.5495111224562662,0.5522079969772478,"Apple"
1.3119409371110098,-0.843441504684605,-1.4363158281819086,-0.6585998634467064,0.09549048843609054,-998.8442982201685,"Orange"
0.7953306809569386,-999.5226059878722,1.629036749604336,-997.3153863372422,-0.565309048243468,0.8833714534083992,"Banana"
0.1644032647935754,1.6796005712983524,0.5240597015775394,1.3246836506058839,1.3089878704719933,-998.6303934229546,"Banana"
-1.8346995658481862,-999.496605197708,0.747908657006488,-1.4643148388643705,0.10397009633019491,-998.4170062939489,"Banana"
0.473934657258687,-0.5789720888730474,-1.9021023890978308,-0.5213608238125497,0.5766815560187194,0.6141447805312581,"Apple"
0.27831758025993747,1.0653959399691033,-1.2053121175670671,0.7172561533910776,-1.9008789208890706,0.7329875794011855,"Apple"
-1.499499699592103,0.26265057696982663,-0.5501526627826085,-0.4774978815097893,-1.2937847525134827,-998.8071173503816,"Banana"
-0.2452769528313993,-998.712589641211,0.26890073079187565,0.2465915730692653,-0.2020943162496941,0.39934121397665545,"Banana"
1.6825393391745103,0.5672919356656458,-1.154701463685185,0.48075650569587447,-0.15356844115538146,-998.8313325425514,"Orange"
0.7999704227929323,-0.05570553912347525,0.8415749522440584,0.9261234194659915,1.3073216212938716,0.08839891022895086,"Banana"
-0.5373755262086372,-998.9594134249013,0.9779811877586826,-999.0238322559139,1.0545230120609013,-998.3305554446455,"Orange"
0.0023022540026778056,1.5287355633399913,-0.07293201410114958,-0.4454599180535101,-0.28032915154148214,-998.6529073629489,"Apple"
0.28804555827453465,-0.25759072797297994,-1.441649788567709,0.680784118246377,-1.428028887967633,-998.2077815210764,"Apple"
-0.8068145830735508,-1000.1648832552983,0.19171708251960154,1.1649254575480004,-0.9842125417241501,-998.9528777670479,"Banana"
-0.41367961484430826,-999.5758066419997,-0.5517132829094693,-1000.0523160396651,-0.2428872772209508,0.3938671015047168,"Orange"
0.23996645594589472,-999.8658020363916,-0.37662880989336683,-1.5041795503560282,0.4304042102082007,0.5830704813881287,"Orange"
-0.35614241439410677,-997.9901365335433,-1.1694512663767493,-998.2591800502084,0.2497051084269412,-998.543656379264,"Banana"
0.48705272471175515,-998.5845648150881,-0.5260757868587891,-1000.4084094735001,-0.531198263065974,0.07164285860035435,"Orange"
-0.5528794584100218,-0.8655595309280166,0.5365064917725678,-0.999247474207692,-0.6611112997559186,0.962360153573798,"Banana"
-1.6026555126384854,0.09747593600846624,0.03820000142396026,-999.0871117300684,-0.6686750696073519,0.01916048502587242,"Orange"
0.7340977619395801,0.8784844933868132,0.013485726517445545,-0.44186648212070734,0.45203454174331403,-998.1028793369716,"Banana"
0.6344343927765619,-0.5550172367416869,0.9680384729702168,-999.5848300874919,1.4867855529056184,0.9277562703314306,"Apple"
-0.5171198943531019,0.584401104424277,1.9055045384424874,-0.19322393784690436,0.4376590665986513,-998.5510552031808,"Apple"
-0.4513571956001271,-999.6377517836775,0.50401964815614,0.7526767206527442,-1.37460362187269,0.5587255925245609,"Apple"
-0.17746141549275923,-999.1118475468272,0.974795205016241,-1.4569155406434875,-0.2855063986389717,0.027172107430615933,"Banana"
-0.34214865182261517,-0.24570326638181028,-0.5756770907691234,-1.8427114136724054,0.005666378824609009,-998.8051160477255,"Banana"
-0.6870818481205455,-0.37684138991925736,1.4142741168930415,-0.03760342501511297,-0.03229979240285864,-998.9423691588316,"Apple"
-0.7807111407585442,-998.2261640488838,0.7360448249381405,-999.9333999643374,-0.5094451555781214,0.7273708625343329,"Banana"
-0.7869137763636368,-1001.2383281766421,-0.13366500733793796,-998.4264744089919,0.9357059430456212,0.6831646936207856,"Banana"
-0.6539459459483853,0.11410815079422428,1.3446436007878553,0.9625086830509053,0.38326977984857297,0.6141176885540753,"Banana"
0.1655837683462317,0.03501752999681998,0.1938576748243443,-998.8125870409033,-0.13800255056307797,-998.5398900029584,"Apple"
0.2128077589683833,-998.6529795989848,-0.6919597353878123,-0.2106434758036172,-1.2199036423069236,0.1376465040789514,"Banana"
-1.8479643488675666,-998.9882594704061,0.5523732481441935,1.1360374390632693,-0.5364606292848957,0.7516026226109838,"Banana"
-0.7410638227429255,-999.0500770968024,-0.6697605301716696,-999.8049889810065,-0.9978020855889218,0.7605948063676669,"Orange"
1.7117960620652197,-998.425514320656,-0.8087666115758566,-998.4105720558628,0.6867684445779377,0.9206241707841036,"Apple"
